brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
49,Armor Mini Red,Android,52,1299,1199.0,1479.0,2.4,0.032,2500.0,Jun-18
49,Armor X3 2/32GB Black,Android,395,3155,2493.0,3699.0,5.5,32.0,5000.0,Sep-20
49,Armor X5 3/32GB Red (6937748733256),Android,788,3768,2909.0,4399.0,5.5,32.0,5000.0,May-20
49,Armor X5 Pro 4/64GB Black (6937748733829),Android,1010,4251,3395.0,5200.0,5.5,64.0,5000.0,Sep-20
49,Armor X6 2/16GB Orange,Android,662,2786,2175.0,3199.0,5.0,16.0,4000.0,Apr-20
49,Armor X7 2/16GB Orange,Android,546,3072,2484.0,3499.0,5.0,16.0,3017.870778267254,Jun-20
49,Armor X7 Pro 4/32GB Black,Android,998,3550,2770.0,3999.0,5.0,32.0,4000.0,Sep-20
49,Armor X8 4/64GB Black,Android,1035,4424,3470.0,5322.0,5.7,64.0,5080.0,Dec-20
17,B181 DUAL SIM BLACK,Android,621,275,265.0,299.0,1.8,0.032,800.0,Dec-20
47,B1P DS Champagne Gold,Android,110,1699,2498.449799196788,2927.6726907630527,5.45,8.0,4000.0,Jan-19
47,B1P DS Champagne Gold,Android,160,1699,2498.449799196788,2927.6726907630527,5.45,8.0,4000.0,Jan-19
7,B200RX (White),Android,390,646,552.0,799.0,2.0,0.064,1300.0,May-16
7,B200RX (Yellow),Android,599,655,532.0,799.0,2.0,0.064,1300.0,May-16
17,B241 Black,Android,448,400,375.0,433.0,2.4,0.032,1200.0,Dec-20
12,B26 Black,Android,1084,1488,1330.0,1819.0,2.4,34.04594722222218,1500.0,Dec-19
17,B505 Unit 4G Dual Sim Black,Android,49,1715,2498.449799196788,2927.672690763053,5.0,8.0,2500.0,Dec-18
16,BL5000 Black (6924351609900),Android,25,3107,2498.449799196788,2927.672690763053,5.5,64.0,5050.0,Aug-17
16,BL5000 Black (6924351609900),Android,94,3107,2498.449799196788,2927.672690763053,5.5,64.0,5050.0,Aug-17
